PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Batista, LG; Mello, VH; Souza, AP; Margarido, GRA				Batista, Lorena G.; Mello, Victor H.; Souza, Anete P.; Margarido, Gabriel R. A.			Genomic prediction with allele dosage information in highly polyploid species	THEORETICAL AND APPLIED GENETICS																	Margarido, Gabriel Rodrigues Alves/K-5182-2014; DE SOUZA, ANETE PEREIRA/B-8663-2012; Batista, Lorena G/I-4094-2016; Mello, Victor Hugo/T-3446-2018	Margarido, Gabriel Rodrigues Alves/0000-0002-2327-0201; DE SOUZA, ANETE PEREIRA/0000-0003-3831-9829; Batista, Lorena G/0000-0001-8472-8776; Mello, Victor Hugo/0000-0003-0657-0904													0040-5752	1432-2242				FEB	2022	135	2					723	739		10.1007/s00122-021-03994-w	http://dx.doi.org/10.1007/s00122-021-03994-w		NOV 2021						34800132					WOS:000720705800001
J	Das, RR; Vinayan, MT; Patel, MB; Phagna, RK; Singh, SB; Shahi, JP; Sarma, A; Barua, NS; Babu, R; Seetharam, K; Burgueno, JA; Zaidi, PH				Das, Reshmi R.; Vinayan, M. T.; Patel, Manish B.; Phagna, Ramesh K.; Singh, S. B.; Shahi, J. P.; Sarma, Akashi; Barua, N. S.; Babu, Raman; Seetharam, K.; Burgueno, Juan A.; Zaidi, P. H.			Genetic gains with rapid-cycle genomic selection for combined drought and waterlogging tolerance in tropical maize (Zea mays L.)	PLANT GENOME																																1940-3372				NOV	2020	13	3							e20035	10.1002/tpg2.20035	http://dx.doi.org/10.1002/tpg2.20035								33217198					WOS:000595706800016
J	Zhang, MP; Liu, YH; Wang, YL; Sze, SH; Scheuring, CF; Qi, XL; Ekinci, O; Pekar, J; Murray, SC; Zhang, HB				Zhang, Meiping; Liu, Yun-Hua; Wang, Yinglei; Sze, Sing-Hoi; Scheuring, Chantel F.; Qi, Xiaoli; Ekinci, Ozge; Pekar, Jacob; Murray, Seth C.; Zhang, Hong -Bin			Genome-wide identification of genes enabling accurate prediction of hybrid performance from parents across environments and populations for gene-based breeding in maize	PLANT SCIENCE																		Murray, Seth/0000-0002-2960-8226													0168-9452	1873-2259				NOV	2022	324								111424	10.1016/j.plantsci.2022.111424	http://dx.doi.org/10.1016/j.plantsci.2022.111424		AUG 2022						35995113					WOS:000848677400001
J	Liu, X; Yuan, YB; Martinez, C; Babu, R; Suarez, EA; Zhang, XC; Neiff, N; Trachsel, S				Liu, Xia; Yuan, Yibing; Martinez, Carlos; Babu, Raman; Suarez, Edgar Antonio; Zhang, Xuecai; Neiff, Nicolas; Trachsel, Samuel			Identification of QTL for early vigor and leaf senescence across two tropical maize doubled haploid populations under nitrogen deficient conditions	EUPHYTICA																		Neiff, Nicolas/0000-0001-8521-9594; ZHANG, XUECAI/0000-0001-5498-6387													0014-2336	1573-5060				FEB 19	2020	216	3							42	10.1007/s10681-020-2577-0	http://dx.doi.org/10.1007/s10681-020-2577-0													WOS:000514997800001
J	Brault, C; Segura, V; This, P; Le Cunff, L; Flutre, T; Francois, P; Pons, T; Peros, JP; Doligez, A				Brault, Charlotte; Segura, Vincent; This, Patrice; Le Cunff, Loic; Flutre, Timothee; Francois, Pierre; Pons, Thierry; Peros, Jean-Pierre; Doligez, Agnes			Across-population genomic prediction in grapevine opens up promising prospects for breeding	HORTICULTURE RESEARCH																	DOLIGEZ, Agnes/HGE-7811-2022	DOLIGEZ, Agnes/0000-0002-3159-5903													2662-6810	2052-7276				JAN 5	2022	9								uhac041	10.1093/hr/uhac041	http://dx.doi.org/10.1093/hr/uhac041								35184162					WOS:000828691700021
J	Faville, MJ; Ganesh, S; Cao, MS; Jahufer, MZZ; Bilton, TP; Easton, HS; Ryan, DL; Trethewey, JAK; Rolston, MP; Griffiths, AG; Moraga, R; Flay, C; Schmidt, J; Tan, R; Barrett, BA				Faville, Marty J.; Ganesh, Siva; Cao, Mingshu; Jahufer, M. Z. Zulfi; Bilton, Timothy P.; Easton, H. Sydney; Ryan, Douglas L.; Trethewey, Jason A. K.; Rolston, M. Philip; Griffiths, Andrew G.; Moraga, Roger; Flay, Casey; Schmidt, Jana; Tan, Rachel; Barrett, Brent A.			Predictive ability of genomic selection models in a multi-population perennial ryegrass training set using genotyping-by-sequencing	THEORETICAL AND APPLIED GENETICS																	Bilton, Timothy P/D-1185-2018; Moraga, Roger/AAW-2660-2021	Bilton, Timothy P/0000-0001-5945-3766; Cao, Mingshu/0000-0001-9921-0064; Faville, Marty/0000-0002-3129-6540; Barrett, Brent/0000-0001-5367-7590; Ganesh, Siva/0000-0001-8148-1704													0040-5752	1432-2242				MAR	2018	131	3					703	720		10.1007/s00122-017-3030-1	http://dx.doi.org/10.1007/s00122-017-3030-1								29264625					WOS:000425288700016
J	Allier, A; Teyssedre, S; Lehermeier, C; Charcosset, A; Moreau, L				Allier, Antoine; Teyssedre, Simon; Lehermeier, Christina; Charcosset, Alain; Moreau, Laurence			Genomic prediction with a maize collaborative panel: identification of genetic resources to enrich elite breeding programs	THEORETICAL AND APPLIED GENETICS																		Allier, Antoine/0000-0001-6578-1715; Charcosset, Alain/0000-0001-6125-503X; Moreau, Laurence/0000-0002-7195-1327; Lehermeier, Christina/0000-0001-7724-0887													0040-5752	1432-2242				JAN	2020	133	1					201	215		10.1007/s00122-019-03451-9	http://dx.doi.org/10.1007/s00122-019-03451-9								31595338					WOS:000520228400015
J	Haikka, H; Manninen, O; Hautsalo, J; Pietila, L; Jalli, M; Vetelainen, M				Haikka, Hanna; Manninen, Outi; Hautsalo, Juho; Pietila, Leena; Jalli, Marja; Vetelainen, Merja			Genome-wide Association Study and Genomic Prediction for Fusarium graminearum Resistance Traits in Nordic Oat (Avena sativa L.)	AGRONOMY-BASEL																		Hautsalo, Juho/0000-0003-2501-2297; Haikka, Hanna/0000-0001-5376-9428														2073-4395				FEB	2020	10	2							174	10.3390/agronomy10020174	http://dx.doi.org/10.3390/agronomy10020174													WOS:000521366400067
J	Annicchiarico, P; Nazzicari, N; Bouizgaren, A; Hayek, T; Laouar, M; Cornacchione, M; Basigalup, D; Martin, CM; Brummer, EC; Pecetti, L				Annicchiarico, Paolo; Nazzicari, Nelson; Bouizgaren, Abdelaziz; Hayek, Taoufik; Laouar, Meriem; Cornacchione, Monica; Basigalup, Daniel; Martin, Cristina Monterrubio; Brummer, Edward Charles; Pecetti, Luciano			Alfalfa genomic selection for different stress-prone growing regions	PLANT GENOME																	LAOUAR, Meriem/HGC-5658-2022	Annicchiarico, Paolo/0000-0001-8027-1035; Cornacchione, Monica V./0000-0002-6303-8407														1940-3372				DEC	2022	15	4								10.1002/tpg2.20264	http://dx.doi.org/10.1002/tpg2.20264		OCT 2022						36222346					WOS:000866088300001
J	Xiong, HZ; Chen, YL; Pan, YB; Shi, AN				Xiong, Haizheng; Chen, Yilin; Pan, Yong-Bao; Shi, Ainong			A Genome-Wide Association Study and Genomic Prediction for Fiber and Sucrose Contents in a Mapping Population of LCP 85-384 Sugarcane	PLANTS-BASEL																	; Shi, Ainong/L-6384-2017	Pan, Yong-Bao/0000-0001-5133-1342; Shi, Ainong/0000-0002-1066-7920														2223-7747				MAR	2023	12	5							1041	10.3390/plants12051041	http://dx.doi.org/10.3390/plants12051041								36903902					WOS:000948041900001
J	Jarquin, D; Howard, R; Xavier, A; Das Choudhury, S				Jarquin, Diego; Howard, Reka; Xavier, Alencar; Das Choudhury, Sruti			Increasing Predictive Ability by Modeling Interactions between Environments, Genotype and Canopy Coverage Image Data for Soybeans	AGRONOMY-BASEL																	Xavier, Alencar/AAC-3094-2020	Xavier, Alencar/0000-0001-5034-9954; JARQUIN, DIEGO/0000-0002-5098-2060													2073-4395					APR	2018	8	4							51	10.3390/agronomy8040051	http://dx.doi.org/10.3390/agronomy8040051													WOS:000430889500019
J	Wang, Y; Mette, MF; Miedaner, T; Wilde, P; Reif, JC; Zhao, YS				Wang, Yu; Mette, Michael Florian; Miedaner, Thomas; Wilde, Peer; Reif, Jochen C.; Zhao, Yusheng			First insights into the genotype-phenotype map of phenotypic stability in rye	JOURNAL OF EXPERIMENTAL BOTANY																	Wang, Yu/HHS-8730-2022; Zhao, Yusheng/U-1883-2019	Zhao, Yusheng/0000-0001-6783-5182; Wang, Yu/0000-0003-2320-8085; Miedaner, Thomas/0000-0002-9541-3726; Wilde, Peer/0000-0002-2778-1439; Reif, Jochen/0000-0002-6742-265X													0022-0957	1460-2431				JUN	2015	66	11					3275	3284		10.1093/jxb/erv145	http://dx.doi.org/10.1093/jxb/erv145								25873667					WOS:000356225400022
J	Fiedler, JD; Lanzatella, C; Edme, SJ; Palmer, NA; Sarath, G; Mitchell, R; Tobias, CM				Fiedler, Jason D.; Lanzatella, Christina; Edme, Serge J.; Palmer, Nathan A.; Sarath, Gautam; Mitchell, Rob; Tobias, Christian M.			Genomic prediction accuracy for switchgrass traits related to bioenergy within differentiated populations	BMC PLANT BIOLOGY																	Tobias, Christian M/B-6602-2009	Tobias, Christian M/0000-0002-7881-750X													1471-2229					JUL 9	2018	18								142	10.1186/s12870-018-1360-z	http://dx.doi.org/10.1186/s12870-018-1360-z								29986667					WOS:000437912500003
J	Billings, GT; Jones, MA; Rustgi, S; Bridges, WC; Holland, JB; Hulse-Kemp, AM; Campbell, BT				Billings, Grant T.; Jones, Michael A.; Rustgi, Sachin; Bridges, William C.; Holland, James B.; Hulse-Kemp, Amanda M.; Campbell, B. Todd			Outlook for Implementation of Genomics-Based Selection in Public Cotton Breeding Programs	PLANTS-BASEL																	Hulse-Kemp, Amanda/HKZ-1734-2023	Holland, James/0000-0002-4341-9675; Rustgi, Sachin/0000-0002-6881-9501; Hulse-Kemp, Amanda/0000-0001-9670-9433; Billings, Grant/0000-0002-4368-0670														2223-7747				JUN	2022	11	11							1446	10.3390/plants11111446	http://dx.doi.org/10.3390/plants11111446								35684219					WOS:000809030400001
J	Tessmann, EW; Van Sanford, DA				Tessmann, Elisane W.; Van Sanford, David A.			Associations between morphological and FHB traits in a soft red winter wheat population	EUPHYTICA																		VAN SANFORD, DAVID/0000-0002-0163-0560													0014-2336	1573-5060				OCT	2019	215	11							189	10.1007/s10681-019-2509-z	http://dx.doi.org/10.1007/s10681-019-2509-z													WOS:000491550100001
J	Fiedler, JD; Salsman, E; Liu, Y; de Jimenez, MM; Hegstad, JB; Chen, BC; Manthey, FA; Chao, S; Xu, S; Elias, EM; Li, XH				Fiedler, Jason D.; Salsman, Evan; Liu, Yuan; de Jimenez, Monika Michalak; Hegstad, Justin B.; Chen, Bingcan; Manthey, Frank A.; Chao, Shiaoman; Xu, Steven; Elias, Elias M.; Li, Xuehui			Genome-Wide Association and Prediction of Grain and Semolina Quality Traits in Durum Wheat Breeding Populations	PLANT GENOME																	wangwangwang, yuanyaunyuan/HHN-6432-2022; wang, yue/ISA-4119-2023; Manthey, Frank/AAN-8914-2021; ZHAO, S/IWV-4219-2023; liu, xinyu/IWD-6630-2023; chen, bingcan/ABD-7549-2021	Liu, Yuan/0000-0003-2030-1153													1940-3372					NOV	2017	10	3								10.3835/plantgenome2017.05.0038	http://dx.doi.org/10.3835/plantgenome2017.05.0038								29293807					WOS:000417469500012
J	Galiano-Carneiro, AL; Kessel, B; Presterl, T; Gaikpa, DS; Kistner, MB; Miedaner, T				Galiano-Carneiro, Ana L.; Kessel, Bettina; Presterl, Thomas; Gaikpa, David Sewordor; Kistner, Maria Belen; Miedaner, Thomas			Multi-parent QTL mapping reveals stable QTL conferring resistance to Gibberella ear rot in maize	EUPHYTICA																		Kistner, Maria Belen/0000-0002-0947-6414; Galiano, Ana/0000-0002-2615-3510; Gaikpa, David Sewordor/0000-0002-1906-0332; Miedaner, Thomas/0000-0002-9541-3726													0014-2336	1573-5060				JAN	2021	217	1							2	10.1007/s10681-020-02748-x	http://dx.doi.org/10.1007/s10681-020-02748-x													WOS:000603563600001
J	Gaikpa, DS; Kessel, B; Presterl, T; Ouzunova, M; Galiano-Carneiro, AL; Mayer, M; Melchinger, AE; Schon, CC; Miedaner, T				Gaikpa, David Sewordor; Kessel, Bettina; Presterl, Thomas; Ouzunova, Milena; Galiano-Carneiro, Ana L.; Mayer, Manfred; Melchinger, Albrecht E.; Schoen, Chris-Carolin; Miedaner, Thomas			Exploiting genetic diversity in two European maize landraces for improving Gibberella ear rot resistance using genomic tools	THEORETICAL AND APPLIED GENETICS																	Schoen, Chris-Carolin/G-1867-2011	Schoen, Chris-Carolin/0000-0001-6067-7900; Galiano, Ana/0000-0002-2615-3510; Melchinger, Albrecht E./0000-0002-8346-7786; Gaikpa, David Sewordor/0000-0002-1906-0332; Miedaner, Thomas/0000-0002-9541-3726													0040-5752	1432-2242				MAR	2021	134	3					793	805		10.1007/s00122-020-03731-9	http://dx.doi.org/10.1007/s00122-020-03731-9		DEC 2020						33274402					WOS:000599046500002
J	Tanaka, J; Hayashi, T; Iwata, H				Tanaka, Junichi; Hayashi, Takeshi; Iwata, Hiroyoshi			A practical, rapid generation-advancement system for rice breeding using simplified biotron breeding system	BREEDING SCIENCE																															1344-7610	1347-3735				SEP	2016	66	4					542	551		10.1270/jsbbs.15038	http://dx.doi.org/10.1270/jsbbs.15038								27795679					WOS:000386413700009
J	Alves, FC; Galli, G; Matias, FI; Vidotti, MS; Morosini, JS; Fritsche-Neto, R				Alves, Filipe Couto; Galli, Giovanni; Matias, Filipe Inacio; Vidotti, Miriam Suzane; Morosini, Julia Silva; Fritsche-Neto, Roberto			Impact of the complexity of genotype by environment and dominance modeling on the predictive accuracy of maize hybrids in multi-environment prediction models	EUPHYTICA																	Fritsche-Neto, Roberto/B-2256-2013; Alves, Filipe Couto/B-4995-2018	Fritsche-Neto, Roberto/0000-0003-4310-0047; Alves, Filipe Couto/0000-0002-2127-4276													0014-2336	1573-5060				FEB 11	2021	217	3							37	10.1007/s10681-021-02779-y	http://dx.doi.org/10.1007/s10681-021-02779-y													WOS:000619768900001
J	Li, YL; Ruperao, P; Batley, J; Edwards, D; Martin, W; Hobson, K; Sutton, T				Li, Yongle; Ruperao, Pradeep; Batley, Jacqueline; Edwards, David; Martin, William; Hobson, Kristy; Sutton, Tim			Genomic prediction of preliminary yield trials in chickpea: Effect of functional annotation of SNPs and environment	PLANT GENOME																	Batley, Jacqueline/A-5723-2008; Edwards, David/H-3710-2015; Li, Yongle/G-3227-2017	Batley, Jacqueline/0000-0002-5391-5824; Edwards, David/0000-0001-7599-6760; Li, Yongle/0000-0003-3966-8596														1940-3372				MAR	2022	15	1							e20166	10.1002/tpg2.20166	http://dx.doi.org/10.1002/tpg2.20166		NOV 2021						34786880					WOS:000719292000001
J	Tapia, R; Abd-Elrahman, A; Osorio, L; Whitaker, VM; Lee, S				Tapia, Ronald; Abd-Elrahman, Amr; Osorio, Luis; Whitaker, Vance M.; Lee, Seonghee			Combining canopy reflectance spectrometry and genome-wide prediction to increase response to selection for powdery mildew resistance in cultivated strawberry	JOURNAL OF EXPERIMENTAL BOTANY																															0022-0957	1460-2431				SEP 3	2022	73	15			SI		5322	5335		10.1093/jxb/erac136	http://dx.doi.org/10.1093/jxb/erac136		MAY 2022						35383379					WOS:000796678000001
J	Adachi, S; Yamamoto, T; Nakae, T; Yamashita, M; Uchida, M; Karimata, R; Ichihara, N; Soda, K; Ochiai, T; Ao, R; Otsuka, C; Nakano, R; Takai, T; Ikka, T; Kondou, K; Ueda, T; Ookawa, T; Hirasawa, T				Adachi, Shunsuke; Yamamoto, Toshio; Nakae, Toru; Yamashita, Masahiro; Uchida, Masaki; Karimata, Ryoji; Ichihara, Naoto; Soda, Kazuya; Ochiai, Takayuki; Ao, Risako; Otsuka, Chikako; Nakano, Ruri; Takai, Toshiyuki; Ikka, Takashi; Kondou, Katsuhiko; Ueda, Tadamasa; Ookawa, Taiichiro; Hirasawa, Tadashi			Genetic architecture of leaf photosynthesis in rice revealed by different types of reciprocal mapping populations	JOURNAL OF EXPERIMENTAL BOTANY																	Adachi, Shunsuke/G-7952-2016; Yamamoto, Toshio/AAX-7146-2020; Ookawa, Taiichiro/C-9323-2013	Adachi, Shunsuke/0000-0003-0471-3369; Yamamoto, Toshio/0000-0002-5209-7735; Ikka, Takashi/0000-0002-1845-5658; Ookawa, Taiichiro/0000-0002-6326-173X													0022-0957	1460-2431				OCT 1	2019	70	19					5131	5144		10.1093/jxb/erz303	http://dx.doi.org/10.1093/jxb/erz303								31257428					WOS:000491240900009
J	Velazco, JG; Malosetti, M; Hunt, CH; Mace, ES; Jordan, DR; van Eeuwijk, FA				Velazco, Julio G.; Malosetti, Marcos; Hunt, Colleen H.; Mace, Emma S.; Jordan, David R.; van Eeuwijk, Fred A.			Combining pedigree and genomic information to improve prediction quality: an example in sorghum	THEORETICAL AND APPLIED GENETICS																	Hunt, Colleen/AAO-3583-2021; Jordan, David R/A-7103-2011	Hunt, Colleen/0000-0001-8359-5318; Jordan, David R/0000-0002-8128-1304; Mace, Emma/0000-0002-5337-8168													0040-5752	1432-2242				JUL	2019	132	7					2055	2067		10.1007/s00122-019-03337-w	http://dx.doi.org/10.1007/s00122-019-03337-w								30968160					WOS:000472535000011
J	Rio, S; Akdemir, D; Carvalho, T; Sanchez, JIY				Rio, Simon; Akdemir, Deniz; Carvalho, Tiago; Sanchez, Julio Isidro Y.			Assessment of genomic prediction reliability and optimization of experimental designs in multi-environment trials	THEORETICAL AND APPLIED GENETICS																	Rio, Simon/ABC-7158-2021; Isidro Sanchez, Julio/L-3174-2015	Rio, Simon/0000-0001-7014-8789; Isidro Sanchez, Julio/0000-0002-9044-3221													0040-5752	1432-2242				FEB	2022	135	2					405	419		10.1007/s00122-021-03972-2	http://dx.doi.org/10.1007/s00122-021-03972-2		NOV 2021						34807267					WOS:000721435300001
J	Sall, AT; Chiari, T; Legesse, W; Seid-Ahmed, K; Ortiz, R; van Ginkel, M; Bassi, FM				Tidiane Sall, Amadou; Chiari, Tiberio; Legesse, Wasihun; Seid-Ahmed, Kemal; Ortiz, Rodomiro; van Ginkel, Maarten; Maria Bassi, Filippo			Durum Wheat (Triticum durum Desf.): Origin, Cultivation and Potential Expansion in Sub-Saharan Africa	AGRONOMY-BASEL																	Bassi, Filippo/AAG-4909-2021	Bassi, Filippo Maria/0000-0002-1164-5598; Ortiz, Rodomiro/0000-0002-1739-7206														2073-4395				MAY	2019	9	5							263	10.3390/agronomy9050263	http://dx.doi.org/10.3390/agronomy9050263													WOS:000472668300052
J	Gezan, SA; Osorio, LF; Verma, S; Whitaker, VM				Gezan, Salvador A.; Osorio, Luis F.; Verma, Sujeet; Whitaker, Vance M.			An experimental validation of genomic selection in octoploid strawberry	HORTICULTURE RESEARCH																		Verma, Sujeet/0000-0002-4083-8022													2662-6810	2052-7276				JAN 11	2017	4								16070	10.1038/hortres.2016.70	http://dx.doi.org/10.1038/hortres.2016.70								28090334					WOS:000392010500001
J	Balakrishnan, D; Laha, GS; Arra, Y; Surapaneni, M; Beerelli, K; Ladhalakshmi, D; Prasad, MS; Rao, LVS; Sundaram, RM; Neelamraju, S				Balakrishnan, Divya; Laha, Gouri Sankar; Arra, Yugander; Surapaneni, Malathi; Beerelli, Kavitha; Ladhalakshmi, Duraisamy; Prasad, Madamsetty Srinivas; Rao, Lella Venkata Subba; Sundaram, Raman Meenakshi; Neelamraju, Sarla			Identification of novel major and minor quantitative trait loci associated with bacterial blight resistance in rice from Oryza nivara-derived wild introgression lines	PLANT BREEDING																	Arra, Yugander/HTQ-0316-2023	BALAKRISHNAN, DIVYA/0000-0002-5010-5631													0179-9541	1439-0523				DEC	2022	141	6					756	770		10.1111/pbr.13052	http://dx.doi.org/10.1111/pbr.13052		SEP 2022											WOS:000855976000001
J	Baenziger, PS; Frels, KA; Boehm, J; Belamkar, V; Rose, DJ; Xu, L; Wegulo, SN; Regassa, T; Easterly, AC; Creech, CF; Santra, DK; Klein, RN; Jin, Y; Kolmer, J; Chen, MS; Guttieri, MJ; Bai, G; Salah, IE; Masterson, SD; Poland, J				Baenziger, P. S.; Frels, K. A.; Boehm, J., Jr.; Belamkar, V; Rose, D. J.; Xu, L.; Wegulo, S. N.; Regassa, T.; Easterly, A. C.; Creech, C. F.; Santra, D. K.; Klein, R. N.; Jin, Y.; Kolmer, J.; Chen, M-S; Guttieri, M. J.; Bai, G.; Salah, I. El-Basyoni; Masterson, S. D.; Poland, J.			Registration of 'Epoch' hard red winter wheat	JOURNAL OF PLANT REGISTRATIONS																	Poland, Jesse/HKO-1284-2023; Baenziger, Peter S/C-6490-2014	Baenziger, Peter S/0000-0002-9109-6954													1936-5209	1940-3496				SEP	2022	16	3					613	621		10.1002/plr2.20247	http://dx.doi.org/10.1002/plr2.20247		AUG 2022											WOS:000842747300001
J	Ogbonna, AC; de Andrade, LRB; Mueller, LA; de Oliveira, EJ; Bauchet, GJ				Ogbonna, Alex C.; Braatz de Andrade, Luciano Rogerio; Mueller, Lukas A.; de Oliveira, Eder Jorge; Bauchet, Guillaume J.			Comprehensive genotyping of a Brazilian cassava (Manihot esculenta Crantz) germplasm bank: insights into diversification and domestication	THEORETICAL AND APPLIED GENETICS																	Oliveira, Eder Jorge/N-2216-2017	Oliveira, Eder Jorge/0000-0001-8992-7459; Ogbonna, Alex/0000-0002-2407-0930													0040-5752	1432-2242				MAY	2021	134	5					1343	1362		10.1007/s00122-021-03775-5	http://dx.doi.org/10.1007/s00122-021-03775-5		FEB 2021						33575821					WOS:000617080200002
