"Publication_Type","Authors","Article_Name","Journal","Year","Type"
"J","Payton, P; Webb, R; Kornyeyev, D; Allen, R; Holaday, AS","Protecting cotton photosynthesis during moderate chilling at high light intensity by increasing chloroplastic antioxidant enzyme activity","JOURNAL OF EXPERIMENTAL BOTANY",2001,"Transgenic"
"J","Webster, DE; Wang, L; Mulcair, M; Ma, C; Santi, L; Mason, HS; Wesselingh, SL; Coppel, RL","Production and characterization of an orally immunogenic Plasmodium antigen in plants using a virus-based expression system","PLANT BIOTECHNOLOGY JOURNAL",2009,"Transgenic"
"J","Balasubramaniam, T; Wijewardene, I; Hu, RB; Shen, GX; Zhang, JL; Zhang, H","Co-overexpression of AVP1, PP2A-C5, and AtCLCc in Arabidopsis thaliana greatly increases tolerance to salt and drought stresses","ENVIRONMENTAL AND EXPERIMENTAL BOTANY",2022,"Transgenic"
"J","Wang, Y; Li, FC; Zhang, F; Wu, L; Xu, N; Sun, Q; Chen, H; Yu, ZW; Lu, JH; Jiang, K; Wang, XC; Wen, SY; Zhou, Y; Zhao, H; Jiang, Q; Wang, JH; Jia, RZ; Sun, J; Tang, L; Xu, H; Hu, W; Xu, ZJ; Chen, WF; Guo, AP; Xu, Q","Time-ordering japonica/geng genomes analysis indicates the importance of large structural variants in rice breeding","PLANT BIOTECHNOLOGY JOURNAL",2022,"Transgenic"
"J","Mittal, S; Saini, SP; Meena, HM; Singh, P","Soil Manganese Dynamics and Performance of Wheat Cultivars in Relation to Soil and Foliar Manganese Application with and Without Manures in North-western, India","JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION",2023,"Transgenic"
"J","MORRIS, PC; JESSOP, A; ALTMANN, T; SCHMIDT, R; WILLMITZER, L","SELECTION FOR ENHANCED GERMINAL EXCISION OF AC IN TRANSGENIC ARABIDOPSIS-THALIANA","THEORETICAL AND APPLIED GENETICS",1993,"Transgenic"
"J","Maggio, A; DUrzo, MP; Abad, LR; Takeda, S; Hasegawa, PM; Bressan, RA","Large quantities of recombinant PR-5 proteins from the extracellular matrix of tobacco: Rapid production of microbial-recalcitrant proteins","PLANT MOLECULAR BIOLOGY REPORTER",1996,"Transgenic"
"J","Ihara, Y; Wakamatsu, T; Yokoyama, M; Maezawa, D; Ohta, H; Shimojima, M","Developing a platform for production of the oxylipin KODA in plants","JOURNAL OF EXPERIMENTAL BOTANY",2022,"Transgenic"
"J","Moussa, MG; Hu, CX; Elyamine, AM; Ismael, MA; Rana, MS; Imran, M; Syaifudin, M; Tan, QL; Marty, C; Sun, XC","Molybdenum-induced effects on nitrogen uptake efficiency and recovery in wheat (Triticum aestivum L.) using N-15-labeled nitrogen with different N forms and rates","JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE",2021,"Transgenic"
"J","Beracochea, V; Stritzler, M; Radonic, L; Bottero, E; Jozefkowicz, C; Darqui, F; Ayub, N; Bilbao, ML; Soto, G","CRISPR/Cas9-mediated knockout of SPL13 radically increases lettuce yield","PLANT CELL REPORTS",2023,"Transgenic"
"J","Chen, N; Pan, LJ; Yang, Z; Su, MW; Xu, J; Jiang, X; Yin, XZ; Wang, T; Wan, FF; Chi, XY","A MYB-related transcription factor from peanut, AhMYB30, improves freezing and salt stress tolerance in transgenic Arabidopsis through both DREB/CBF and ABA-signaling pathways","FRONTIERS IN PLANT SCIENCE",2023,"Transgenic"
"J","Yuan, YJ; Liang, YX; Li, BZ; Zheng, YS; Luo, XQ; Li, DD","Cloning and Function Characterization of a beta-Ketoacyl-acyl-ACP Synthase I from Coconut (Cocos nucifera L.) Endosperm","PLANT MOLECULAR BIOLOGY REPORTER",2015,"Transgenic"
"J","Grosse-Holz, F; Kelly, S; Blaskowski, S; Kaschani, F; Kaiser, M; van der Hoorn, RAL","The transcriptome, extracellular proteome and active secretome of agroinfiltrated Nicotiana benthamiana uncover a large, diverse protease repertoire","PLANT BIOTECHNOLOGY JOURNAL",2018,"Transgenic"
"J","EHLERS, U; COMMANDEUR, U; FRANK, R; LANDSMANN, J; KOENIG, R; BURGERMEISTER, W","CLONING OF THE COAT PROTEIN GENE FROM BEET NECROTIC YELLOW VEIN VIRUS AND ITS EXPRESSION IN SUGAR-BEET HAIRY ROOTS","THEORETICAL AND APPLIED GENETICS",1991,"Transgenic"
"J","Chen, SY; Zhang, N; Zhou, GH; Hussain, S; Ahmed, S; Tian, HN; Wang, SC","Knockout of the entire family of AITR genes in Arabidopsis leads to enhanced drought and salinity tolerance without fitness costs","BMC PLANT BIOLOGY",2021,"Transgenic"
"J","HEBERT, D; KIKKERT, JR; SMITH, FD; REISCH, BI","OPTIMIZATION OF BIOLISTIC TRANSFORMATION OF EMBRYOGENIC GRAPE CELL-SUSPENSIONS","PLANT CELL REPORTS",1993,"Transgenic"
"J","Ascari, JP; Barro, JP; Santana, FM; Padua, JMV; Maciel, JLN; Lau, D; Torres, GAM; Sbalcheiro, CC; Seixas, CDS; Goulart, ACP; Sussel, AAB; Schipanski, CA; Chagas, DF; Coelho, MAO; Montecelli, TDN; Amaral, DR; Custodio, AAP; Moreira, LSO; Utiamada, CM; Venancio, WS; Goussain, RCS; Alves, KS; Del Ponte, EM","Sequential Post-Heading Applications for Controlling Wheat Blast: A 9-Year Summary of Fungicide Performance in Brazil","PLANT DISEASE",2021,"Transgenic"
"J","Sohn, EJ; Lee, Y; Park, N; Park, M; Kim, NH; Park, S; Min, K; Gu, S; Park, Y; Song, J; An, DJ; Hwang, I","Development of Plant-produced E2 Protein for Use as a Green Vaccine Against Classical Swine Fever Virus","JOURNAL OF PLANT BIOLOGY",2018,"Transgenic"
"J","Niu, J; Gui, HP; Iqbal, A; Zhang, HH; Dong, Q; Pang, NC; Wang, SJ; Wang, Z; Wang, XR; Yang, GZ; Song, MZ","N-Use Efficiency and Yield of Cotton (G. hirsutumn L.) Are Improved through the Combination of N-Fertilizer Reduction and N-Efficient Cultivar","AGRONOMY-BASEL",2021,"Transgenic"
"J","Oliveira, FAA; Jones, JW; Pavan, W; Bhakta, M; Vallejos, CE; Correll, MJ; Boote, KJ; Fernandes, JMC; Holbig, CA; Hoogenboom, G","Incorporating a dynamic gene-based process module into a crop simulation model","IN SILICO PLANTS",2021,"Transgenic"
"J","Rajput, P; Agarwal, P; Gangapur, DR; Agarwal, PK","Development of a high-frequency adventitious shoot regeneration using cotyledon explants of an important oilseed crop Sesamum indicum L.","IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT",2022,"Transgenic"
"J","Mytinova, Z; Haisel, D; Wilhelmova, N","Photosynthesis and protective mechanisms during ageing in transgenic tobacco leaves with over-expressed cytokinin oxidase/dehydrogenase and thus lowered cytokinin content","PHOTOSYNTHETICA",2006,"Transgenic"
"J","Hines, G; Modavi, C; Jiang, K; Packard, A; Poolla, K; Feldman, L","Tracking transience: a method for dynamic monitoring of biological events in Arabidopsis thaliana biosensors","PLANTA",2015,"Transgenic"
"J","Jiang, CM; Li, B; Song, ZZ; Zhang, YL; Yu, CY; Wang, HH; Wang, LM; Zhang, HX","PtBRI1.2 promotes shoot growth and wood formation through a brassinosteroid-mediated PtBZR1-PtWNDs module in poplar","JOURNAL OF EXPERIMENTAL BOTANY",2021,"Transgenic"
"J","Logan, BA; Monteiro, G; Kornyeyev, D; Payton, P; Allen, RD; Holaday, AS","Transgenic overproduction of glutathione reductase does not protect cotton, Gossypium hirsutum (Malvaceae), from photoinhibition during growth under chilling conditions","AMERICAN JOURNAL OF BOTANY",2003,"Transgenic"
"J","Kumari, PH; Kumar, SA; Sivan, P; Katam, R; Suravajhala, P; Rao, KS; Varshney, RK; Kishor, PBK","Overexpression of a Plasma Membrane Bound Na+/H+ Antiporter-Like Protein (SbNHXLP) Confers Salt Tolerance and Improves Fruit Yield in Tomato by Maintaining Ion Homeostasis","FRONTIERS IN PLANT SCIENCE",2017,"Transgenic"
"J","Martin, RC; Kronmiller, BA; Dombrowski, JE","Transcriptome analysis of responses in Brachypodium distachyon overexpressing the BdbZIP26 transcription factor","BMC PLANT BIOLOGY",2020,"Transgenic"
"J","Wang, X; Prokhnevsky, AI; Skarjinskaia, M; Razzak, MA; Streatfield, SJ; Lee, JY","Facilitating viral vector movement enhances heterologous protein production in an established plant system","PLANT BIOTECHNOLOGY JOURNAL",2023,"Transgenic"
"J","Mustafa, HSB; Mahmood, T; Bashir, H; Hasan, E; Din, AM; Habib, S; Altaf, M; Qamar, R; Ghias, M; Bashir, MR; Anwar, M; Zafar, SA; Ahmad, I; Yaqoob, MU; Rashid, F; Mand, GA; Nawaz, A; Salim, J","NITRIFICATION INHIBITORS IMPACT ON NITROUS OXIDE EMISSION AND AMMONIA VOLATILIZATION: A SUSTAINABLE MEASURE TOWARD A HYGIENIC ENVIRONMENT","SABRAO JOURNAL OF BREEDING AND GENETICS",2022,"Transgenic"
"J","Cheng, CY; Kan, JH; Li, SS; Jiang, CC; He, XY; Shen, HQ; Xu, RG; Li, BQ; Feng, ZY; Yang, P","Mutation of barley HvPDIL5-1 improves resistance to yellow mosaic virus disease without growth or yield penalties","FRONTIERS IN PLANT SCIENCE",2022,"Transgenic"
"J","Jia, XL; Wang, YH; Zhang, Q; Lin, SX; Zhang, Y; Du, MR; Chen, MH; Ye, JH; Wu, ZY; Wang, HB","Reasonable deep application of sheep manure fertilizer to alleviate soil acidification to improve tea yield and quality","FRONTIERS IN PLANT SCIENCE",2023,"Transgenic"
"J","Ramos, MC; Martinez-Casasnovas, JA","Soil water balance in rainfed vineyards of the PenedSs region (Northeastern Spain) affected by rainfall characteristics and land levelling: influence on grape yield","PLANT AND SOIL",2010,"Transgenic"
"J","Mazzola, M; Hewavitharana, SS; Strauss, SL","Brassica Seed Meal Soil Amendments Transform the Rhizosphere Microbiome and Improve Apple Production Through Resistance to Pathogen Reinfestation","PHYTOPATHOLOGY",2015,"Transgenic"
"J","Hohe, A; Reski, R","Optimisation of a bioreactor culture of the moss Physcomitrella patens for mass production of protoplasts","PLANT SCIENCE",2002,"Transgenic"
"J","Wang, S; Wu, HL; Cao, XX; Fan, WJ; Li, CL; Zhao, HX; Wu, Q","Tartary buckwheat FtMYB30 transcription factor improves the salt/drought tolerance of transgenic Arabidopsis in an ABA-dependent manner","PHYSIOLOGIA PLANTARUM",2022,"Transgenic"
"S","Chen, LS; Yang, LT; Lin, ZH; Tang, N","Roles of Organic Acid Metabolism in Plant Tolerance to Phosphorus-Deficiency","PROGRESS IN BOTANY 74",2013,"Transgenic"
"J","Li, BC; Caswell, K; Leung, N; Chibbar, RN","Wheat (Triticum aestivum L.) somatic embryogenesis from isolated scutellum: Days post anthesis, days of spike storage, and sucrose concentration affect efficiency","IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT",2003,"Transgenic"
"J","Li, H; Liu, Q; Zhang, QL; Qin, E; Jin, C; Wang, Y; Wu, M; Shen, GS; Chen, CB; Song, WQ; Wang, CG","Curd development associated gene (CDAG1) in cauliflower (Brassica oleracea L. var. botrytis) could result in enlarged organ size and increased biomass","PLANT SCIENCE",2017,"Transgenic"
"J","Sarlach, RS; Sharma, B","Influence of Naphthalene Acetic Acid And Cobalt Chloride on Growth and Yield of Cotton Hybrids.","VEGETOS",2012,"Transgenic"
"J","Aylor, DE; Baltazar, BM; Schoper, JB","Some physical properties of teosinte (Zea mays subsp parviglumis) pollen","JOURNAL OF EXPERIMENTAL BOTANY",2005,"Transgenic"
"J","Pineo, CB; Hitzeroth, II; Rybicki, EP","Immunogenic assessment of plant-produced human papillomavirus type 16 L1/L2 chimaeras","PLANT BIOTECHNOLOGY JOURNAL",2013,"Transgenic"
"J","Ye, MJ; Chen, ZY; Liu, BB; Yue, HW","STABILITY ANALYSIS OF AGRONOMIC TRAITS FOR MAIZE (ZEA MAYS L.) GENOTYPES BASED ON AMMI MODEL","BANGLADESH JOURNAL OF BOTANY",2021,"Transgenic"
"J","Ma, QH","The expression of caffeic acid 3-O-methyltransferase in two wheat genotypes differing in lodging resistance","JOURNAL OF EXPERIMENTAL BOTANY",2009,"Transgenic"
"J","Wong, GR; Mazumdar, P; Lau, SE; Harikrishna, JA","Ectopic expression of a Musa acuminata root hair defective 3 (MaRHD3) in Arabidopsis enhances drought tolerance","JOURNAL OF PLANT PHYSIOLOGY",2018,"Transgenic"
"J","Xu, JJ; Zhang, XF; Xue, HW","Rice aleurone layer specific OsNF-YB1 regulates grain filling and endosperm development by interacting with an ERF transcription factor","JOURNAL OF EXPERIMENTAL BOTANY",2016,"Transgenic"
"J","Dai, XJ; Han, HA; Huang, W; Zhao, LH; Song, ML; Cao, XS; Liu, CL; Niu, XM; Lang, ZB; Ma, CL; Xie, HT","Generating Novel Male Sterile Tomatoes by Editing Respiratory Burst Oxidase Homolog Genes","FRONTIERS IN PLANT SCIENCE",2022,"Transgenic"
"J","Khan, AH; Ma, YZ; Wu, YL; Akbar, A; Shaban, M; Ullah, A; Deng, JW; Khan, AS; Chi, HB; Zhu, LF; Zhang, XL; Min, L","High-temperature stress suppresses allene oxide cyclase 2 and causes male sterility in cotton by disrupting jasmonic acid signaling","CROP JOURNAL",2023,"Transgenic"
"J","Xu, YG; Peng, ZP; Tu, YT; Huang, JC","Combining organic and inorganic fertilization increases rice yield and soil nitrogen and carbon: dissolved organic matter chemodiversity and soil microbial communities","PLANT AND SOIL",2023,"Transgenic"
"J","Rezende, JA; Favara, GM; de Oliveira, FF; Leite, D; Bello, VH; Quagliato, AL; Vieira, GFD; Paterniani, RS","Partial efficacy of early and temporary roguing to manage woodiness disease in pilot crops of passion fruit","PLANT PATHOLOGY",2023,"Transgenic"
"J","Thiyagarajan, C","Organo Zinc Chelates for Improving the Yield and Zinc Nutrition of Hybrid Tomato on Calcareous Soil Under Drip Fertigation","JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION",2022,"Transgenic"
"J","Wang, YQ; Jin, SX; Min, L; He, X; Li, YY; Zhu, Y; Nie, YC; Zhang, XL; Zhu, LF","The Sophora Alopecuroid H+-PPase Gene SaVP1 Confers Multiple Abiotic Stress Tolerance in Arabidopsis","PLANT MOLECULAR BIOLOGY REPORTER",2015,"Transgenic"
"J","Aguiar, MCS; de Freitas, MM; de Freitas, CA; Junior, ALB; Carneiro, RL; da Silva, MFDF; Fernandes, JB; Forim, MR","Exploring chemical diversity in Glycine max cultivars: A multivariate approach in the search for bioactive compounds against Spodoptera cosmioides","FRONTIERS IN PLANT SCIENCE",2022,"Transgenic"
"J","Kanwischer, M; Porfirova, S; Bergmuller, E; Dormann, P","Alterations in tocopherol cyclase activity in transgenic and mutant plants of arabidopsis affect tocopherol content, tocopherol composition, and oxidative stress","PLANT PHYSIOLOGY",2005,"Transgenic"
"J","Maach, M; Rodriguez-Rosales, MP; Venema, K; Akodad, M; Moumen, A; Skalli, A; Baghour, M","Improved yield, fruit quality, and salt resistance in tomato co-overexpressing LeNHX2 and SlSOS2 genes","PHYSIOLOGY AND MOLECULAR BIOLOGY OF PLANTS",2021,"Transgenic"
"J","Bohnert, HJ; Cushman, JC","The ice plant cometh: Lessons in abiotic stress tolerance","JOURNAL OF PLANT GROWTH REGULATION",2000,"Transgenic"
"J","Bansal, S; Mallikarjuna, MG; Reddy, B; Balamurugan, A; Achary, VMM; Reddy, MK; Kumar, A; Prakash, G","Characterization and validation of hypothetical virulence factors in recently sequenced genomes of Magnaporthe species","PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY",2023,"Transgenic"
"J","Li, WT; Li, ZX; Huang, JQ; Xu, MR; Zheng, Z; Deng, XL","Characterization of Xanthomonas citri pv. citri from China based on spoligotyping","HORTICULTURAL PLANT JOURNAL",2022,"Transgenic"
"J","Wang, J; Bao, JL; Zhou, BB; Li, M; Li, XZ; Jin, J","The osa-miR164 target OsCUC1 functions redundantly with OsCUC3 in controlling rice meristem/organ boundary specification","NEW PHYTOLOGIST",2021,"Transgenic"
"J","Fotopoulos, V; Sanmartin, M; Kanellis, AK","Effect of ascorbate oxidase over-expression on ascorbate recycling gene expression in response to agents imposing oxidative stress","JOURNAL OF EXPERIMENTAL BOTANY",2006,"Transgenic"
"J","Prakash, V; Nihranz, CT; Casteel, CL","The Potyviral Protein 6K2 from Turnip Mosaic Virus Increases Plant Resilience to Drought","MOLECULAR PLANT-MICROBE INTERACTIONS",2023,"Transgenic"
"J","Amini, M; Nabiabad, HS; Deljou, A","Host-synthesized cysteine protease-specific inhibitor disrupts Cuscuta campestris parasitism in tomato","PLANT BIOTECHNOLOGY REPORTS",2017,"Transgenic"
"J","Zhang, X; Campbell, R; Ducreux, LJM; Morris, J; Hedley, PE; Mellado-Ortega, E; Roberts, AG; Stephens, J; Bryan, GJ; Torrance, L; Chapman, SN; Prat, S; Taylor, MA","TERMINAL FLOWER-1/CENTRORADIALIS inhibits tuberisation via protein interaction with the tuberigen activation complex","PLANT JOURNAL",2020,"Transgenic"
"J","Munazir, M; Qureshi, R; Ali, GM; Rashid, U; Noor, S; Mehmood, K; Ali, S; Arshad, M","PRIMARY CALLUS INDUCTION, SOMATIC EMBRYOGENESIS AND REGENERATION STUDIES IN SELECTED ELITE WHEAT VARIETIES FROM PAKISTAN","PAKISTAN JOURNAL OF BOTANY",2010,"Transgenic"
"J","Clarke, JT; Warnock, RCM; Donoghue, PCJ","Establishing a time-scale for plant evolution","NEW PHYTOLOGIST",2011,"Transgenic"
"J","CARSON, ML","INHERITANCE OF LATENT PERIOD LENGTH IN MAIZE INFECTED WITH EXSEROHILUM-TURCICUM","PLANT DISEASE",1995,"Transgenic"
"J","Heyer, AG; Raap, M; Schroeer, B; Marty, B; Willmitzer, L","Cell wall invertase expression at the apical meristem alters floral, architectural, and reproductive traits in Arabidopsis thaliana","PLANT JOURNAL",2004,"Transgenic"
"J","Yang, TT; Fang, LL; Lin, TT; Li, JY; Zhang, YQ; Zhou, AM; Xie, JB","Ultrasonicated sour Jujube seed flavonoids extract exerts ameliorative antioxidant capacity and reduces A beta-induced toxicity in Caenorhabditis elegans","JOURNAL OF ETHNOPHARMACOLOGY",2019,"Transgenic"
"J","Crowell, S; Falcao, AX; Shah, A; Wilson, Z; Greenberg, AJ; McCouch, SR","High-Resolution Inflorescence Phenotyping Using a Novel Image-Analysis Pipeline, PANorama","PLANT PHYSIOLOGY",2014,"Transgenic"
"J","Tanaka, M; Takahata, Y; Nakayama, H; Nakatani, M; Tahara, M","Altered carbohydrate metabolism in the storage roots of sweetpotato plants overexpressing the SRF1 gene, which encodes a Dof zinc finger transcription factor","PLANTA",2009,"Transgenic"
"J","Uematsu, K; Suzuki, N; Iwamae, T; Inui, M; Yukawa, H","Increased fructose 1,6-bisphosphate aldolase in plastids enhances growth and photosynthesis of tobacco plants","JOURNAL OF EXPERIMENTAL BOTANY",2012,"Transgenic"
"J","Gachomo, EW; Jimenez-Lopez, JC; Baptiste, LJ; Kotchoni, SO","GIGANTUS1 (GTS1), a member of Transducin/WD40 protein superfamily, controls seed germination, growth and biomass accumulation through ribosome-biogenesis protein interactions in Arabidopsis thaliana","BMC PLANT BIOLOGY",2014,"Transgenic"
"J","Audy, P; Braat, CE; Saindon, G; Huang, HC; Laroche, A","A rapid and sensitive PCR-based assay for concurrent detection of bacteria causing common and halo blights in bean seed","PHYTOPATHOLOGY",1996,"Transgenic"
"J","Pagliano, C; Bersanini, L; Cella, R; Longoni, P; Pantaleoni, L; Dass, A; Leelavathi, S; Reddy, VS","Use of Nicotiana tabacum transplastomic plants engineered to express a His-tagged CP47 for the isolation of functional photosystem II core complexes","PLANT PHYSIOLOGY AND BIOCHEMISTRY",2017,"Transgenic"
"J","FENG, W; NING, L; DALEY, LS; MORENO, Y; AZARENKO, A; CRIDDLE, RS","DETERMINATION OF EFFECTIVE TEMPERATURE MINIMA FOR CAM CARBOXYLATION IN DIVERSE PLANTS BY SCANNING MICROCALORIMETRY","PLANT PHYSIOLOGY AND BIOCHEMISTRY",1994,"Transgenic"
"J","Dell, B; Huang, LB","Physiological response of plants to low boron","PLANT AND SOIL",1997,"Transgenic"
"J","Tiwari, S; Gupta, SC; Chauhan, PS; Lata, C","AnOsNAMgene plays important role in root rhizobacteria interaction in transgenicArabidopsisthrough abiotic stress and phytohormone crosstalk","PLANT CELL REPORTS",2021,"Transgenic"
"J","Faisal, S; Guo, Y; Zang, S; Cao, BT; Qu, GP; Hu, SW","Morphological and genetic analysis of a cleistogamous mutant in rapeseed (Brassica napus L.)","GENETIC RESOURCES AND CROP EVOLUTION",2018,"Transgenic"
"J","OGASAWARA, T; CHIBA, K; TADA, M","PRODUCTION IN HIGH-YIELD OF A NAPHTHOQUINONE BY A HAIRY ROOT CULTURE OF SESAMUM-INDICUM","PHYTOCHEMISTRY",1993,"Transgenic"
"J","Geng, HX; Zhang, QJ; Yang, X; Men, SZ","Overexpression of SlARG2 or SlTD2 in Arabidopsis enhances resistance against Plutella xylostella L.","PHYTOPARASITICA",2017,"Transgenic"
"J","GRANICHER, F; CHRISTEN, P; KAPETANIDIS, I","HIGH-YIELD PRODUCTION OF VALEPOTRIATES BY HAIRY ROOT CULTURES OF VALERIANA-OFFICINALIS L VAR SAMBUCIFOLIA MIKAN","PLANT CELL REPORTS",1992,"Transgenic"
"J","Tycova, A; Piernikarczyk, RJJ; Kugler, M; Lipovova, P; Podzimek, T; Steger, G; Matousek, J","A 5'P degradation hot spot influences molecular farming of anticancerogenic nuclease TBN1 in tobacco cells","PLANT CELL TISSUE AND ORGAN CULTURE",2016,"Transgenic"
